//プレミアム・パスポート　事業協賛店一覧,,20160104 
企業ID,店舗ID,店舗・施設名,郵便,住所,住所建物,緯度,経度,電話,FAX,URL,営業・利用可能時間,定休日,プレパス特典（協賛店のみ）
co100159,ofid0001,hair pleasure,920-0265,石川県河北郡内灘町大学2-206-1,,36.6561017, 136.6481222,076-286-8892,,http://ameblo.jp/hairpleasure/,10:00〜20:00（土・日・祝は19:00）,毎週月曜日、第2火曜日、第3日曜日,
co100160,ofid0001,hair studio ease,926-0015,石川県七尾市矢田新町ト-30-3,,37.0455081, 136.9815135,0767-53-1133,0767-53-1133,,9:00〜19:00　土・日・祝8:00〜18:00,毎週月曜日、第1、第3日曜日,
co101011,ofid0006,HAIR&MAKEべっぴんさん,923-1245,石川県能美市辰口町505,サンパーク辰口,36.4428554, 136.5472972,0761-51-7167,0761-51-7167,http://www.beppinsan.com,9:00〜19:00,毎週月曜日、第3日曜日、年末年始,
co101355,ofid0001,HAIR　CLUB　道,920-0025,石川県金沢市駅西本町D-FOREST 1F5-2-26,D-FOREST 1F,36.58364, 136.6288246,076-255-6808,076-255-6862,http://club-michi.biz,9:00〜19：00,毎週月曜日、第一火曜日、第三日曜日,
co101429,ofid0001,HappyHair　Nico,925-0034,石川県羽咋市旭町コ112-2,,36.8965136,136.7779261,0767-22-1925,,,10時〜,不定休,
co100163,ofid0001,Heart&Beer　日本海倶楽部,927-0605,石川県鳳珠郡能登町字立壁92番地,,37.3372296, 137.2584322,0768-72-8181,0768-72-8282,http://www.nihonkai-club.com,11:30〜22:00,水曜日（祝日は営業）,
co100876,ofid0001,HEROES produced by 寺井写真館,923-1121,石川県能美市寺井町た59-1,,36.4365202, 136.4953973,0761-57-0231,0761-57-3222,http://www.heroes2009.jp,8:30〜19:00,第2・4水曜日（ご予約にて撮影OK）,
co824984,ofid0001,Hogu　〜リラックス＆ほぐし整体〜,921-8013,石川県金沢市新神田５丁目77−1,,36.5638882,136.6270902,090-9444-0163,,http://www.ekiten.jp/shop_7037811/,10:00〜19:00（最終受付）,水曜日,リラクゼーション　整体　エステ 　マッサージ
co106380,ofid0001,I's works（アイズ　ワークス）,920-0345,石川県金沢市藤江北3-306,ドゥ・モンターニュ虹102　,36.5905748,136.61947110,076-225-6114,046-255-6114,,7：30-19：30,毎週月曜日、月１回日曜日,
co100916,ofid0001,i−LAND,920-0961,石川県金沢市香林坊2-1-1 ,KOHRINBO 109 4F,36.5624169, 136.6531274,076-220-5437,076-220-5437,http://www.ishikawa-tv.com/,10:00〜20:00,KOHRINBO 109　に準ずる,
co101159,ofid0001,JAグリーンはくい,925-0025,石川県羽咋市太田町と80,,36.8954964, 136.8114978,0767-26-8741,0767-26-3300,http://www.is-ja.jp/hakui/,9:00〜19:00（3〜9月）9:00〜18:00（10〜2月）,1、2月の毎週火曜日、年末年始,
co100549,ofid0001,JAグリーン松任　まいどさん市場,924-0865,石川県白山市倉光4丁目40,,36.5101082, 136.5634362,076-274-2233,076-274-1498,http://www.is-ja.jp/matto/,夏期４月〜１０月　8:30〜18:30　冬期１１月〜3月　8:30〜18:00,夏期４月〜１０月　無休営業　冬期１１月〜3月　火曜定休日,
co101318,ofid0001,JA加賀　経済部物流センター,922-0423,石川県加賀市作見町ホ10-1,,36.3171155, 136.3577892,0761-73-5309,0761-73-5319,,8：30〜17：00,年末年始,
co100491,ofid0002,JA白山,920-2154,石川県白山市井口町に62番地1,,36.4725105, 136.6034861,076-272-3333,076-273-0690,http://www.ja-hakusan.jp,8:30〜17:00,土日祝,
co100248,ofid0001,JA金沢市ほがらか村　本店,920-0011,石川県金沢市松寺町未59番地1,,36.6036082, 136.6519568,076-237-0641,076-237-0675,http://www.is-ja.jp/kanazawa/index.html,8:30〜18:00（１・２月は9：00〜18：00）,無休,
co100248,ofid0002,JA金沢市ほがらか村　野田店,921-8104,石川県金沢市野田町ム94-1,,36.5345981, 136.6617138,076-245-4602,076-245-4611,http://www.is-ja.jp/kanazawa/index.html,8:30〜18:00（１・２月は9：00〜18：00）,,
co100751,ofid0001,JEE-SA,920-0024,石川県金沢市西念4丁目28番10号,,36.5903905, 136.6304279,076-221-4343,076-221-9899,http://www.eflora.co.jp/shop/jeesa/,10:00〜19:00,毎週木曜日,
co101319,ofid0001,JiPANG,922-0423,石川県加賀市作見町ル２５−１　,アビオシティ加賀２Ｆ,36.3198163, 136.3523024,0761-72-8738,0761-72-8738,,9:30〜20:00,年中無休,
co100367,ofid0012,KAMIO 9（nine）,920-0909,石川県金沢市袋町1番1号,かなざわはこまち３F,36.5722546,136.6566240,0120-09-5070,,http://www.kamiogroup.jp/salon/nine.html,平日・土／10：00〜20：00　　日・祝／10：00〜18：00,毎週水曜日、第3火曜日,
co100367,ofid0010,KAMIO agrea,921-8801,石川県野々市市御経塚3-236,,36.5517673, 136.5962884,0120-18-8727,,http://www.kamiogroup.jp/salon/agrea.html,平日　9：30〜19：30　日・祝　10：00〜18：00,水曜日、第３火曜日 ,
co100367,ofid0002,KAMIO APITA,924-0817,石川県白山市幸明町270,アピタ松任,36.5158476, 136.5770341,0120-74-6744,076-274-6745,http://www.kamiogroup.jp/salon/apita.html,月〜土10:00〜20:00　日・祝10:00〜18:00,毎週水曜日,サロンでヘアの施術を受ける間、hair make agreaとhair make Artyにある無料託児所をご利用いただくことが可能です。
co100367,ofid0003,KAMIO Beaut,920-0962,石川県金沢市広坂1-1-52,,36.5618282, 136.6556244,0120-21-8543,076-221-8559,http://www.kamiogroup.jp/salon/beaut.html,平日・土10:00〜20:00　日・祝10:00〜18:00,毎週水曜日、第3火曜日,
co100367,ofid0004,KAMIO CION,921-8815,石川県野々市市本町6丁目397,,36.5352331, 136.6102043,0120-00-5016,076-294-4717,http://www.kamiogroup.jp/salon/cion.html,月〜土10:00〜20:00　日・祝10:00〜18:00,毎週水曜日、第3火曜日,
co100367,ofid0009,KAMIO Via,920-1151,石川県金沢市田上町41街区1,,36.5424983,136.6904066,0120-88-2301,,http://www.kamiogroup.jp/salon/via.html,平日　10：00〜20：00　日・祝　10：00〜18：00,水曜日、第３火曜日,
co101094,ofid0001,KC,922-0423,石川県加賀市作見町二82-1,,36.3180233,136.3577610,0761-72-7200,0761-72-7440,http://www.kcint.co.jp/contents/,24時間,年中無休,
co100744,ofid0003,Kids Kiss　アビオシティ加賀店,922-0423,石川県加賀市作見町ル25-1,ショッピングセンターアビオシティ加賀２階,36.3197327,136.3523912,0761-72-8760,0761-72-8760,http://kidskiss.shop-pro.jp/,09:30〜20:00,年中無休,
co100744,ofid0002,Kids Kiss　松任アピタ店,924-0817,石川県白山市幸明町280番地,松任アピタ2F,36.5158476, 136.5770341,076-277-4522,076-277-4522,http://kidskiss.shop-pro.jp/,09:00〜21:00,年中無休,
co100744,ofid0001,Kids Kiss　金沢イオン店,920-3122,石川県金沢市福久町6街区18番,金沢イオン3F,36.6172370,136.6814446,076-258-7565,076-258-7565,http://kidskiss.shop-pro.jp/,10:00〜20:00,年中無休,
co100101,ofid0001,KIDS ROOM　コマザワ,923-0801,石川県小松市園町ハ23の1,アル・プラザ小松店2F,36.4066835, 136.4604448,0761-24-1336,0761-24-1336,,10:00〜20:00,年2日程度　不定,
co101497,ofid0001,Kid’ｓ US.LANDイオン金沢店,920-3126,石川県金沢市福久2丁目58番地,イオン金沢3階,36.6173126, 136.6813872,076-225-8100,,,10:00〜20:00,基本なし（イオンショッピングセンターによる）,
co101497,ofid0002,Kid’ｓ US.LANDコンフォモール内灘店,920-0200,石川県河北郡内灘町字千鳥台4丁目1番地,コンフォモール内灘　1階,36.6393336, 136.6246157,076-239-4105,,,10:00〜20:00,基本なし（ショッピングセンターによる）,
co101497,ofid0003,Kid’ｓ US.LAND平和堂アビオシティ加賀店,922-0423,石川県加賀市作見町ル２５−１,平和堂アビオシティ加賀　2階,36.31974, 136.3523258,076-175-7710,,,10:00〜20:00,基本なし（ショッピングセンターによる）,
co610256,ofid0001,KK-NET,922-0242,石川県加賀市山代温泉49-92-1,,36.2955435,136.3706578,0761-75-7667,0761-75-7668,http://www.kk-net.in/,月〜金 8:30-19:00  土日9:00-17:00,不定休,
co773982,ofid0001,Lamp hair,920-1167,石川県金沢市もりの里3-219,,36.5606477,136.68191739,076-254-5445,,http://lamphair.jp/,平日 9：00〜20：00、土日祝 9：00〜18：00,毎週月曜日、第1火曜日、第3日曜日,
co100333,ofid0001,Le Port,929-1721,石川県鹿島郡中能登町井田と１−１,アル・プラザ鹿島内,36.9692859, 136.9070822,0767-76-2320,0767-76-2320,,10:00〜21:00,無休,
co101434,ofid0001,LEGA（レガ）,928-0001,石川県輪島市河井町6-87-21 ,,37.3935459, 136.9127026,0768-22-2160,,,AM9:00〜PM6:00,毎週月曜日、第２，４，５日曜日,
co101011,ofid0004,LOHAS　STYLE　べっぴんさん,920-8205,石川県金沢市大友1丁目94番地,,36.6008141, 136.6265446,076-238-5220,076-238-5220,http://www.beppinsan.com,9:00〜19:00,毎週月曜日、第3日曜日、年末年始,
co100367,ofid0006,LUMAX KAMIO,920-0858,石川県金沢市木ノ新保町1-1,金沢百番街オフィス館,36.5800339, 136.6490661,0120-64-0757,,http://www.kamiogroup.co.jp/salon/lumax.html,月〜木・土 10:00〜20:00　金 10:00〜21:00　日・祝 10:00〜18:00,毎週水曜日、第3火曜日,
co872422,ofid0001,mamil（マミル）,920-0966,石川県金沢市城南1丁目13-7,ステラガーデン犀川306,36.5443191, 136.6715824,090-2125-5585,,http://mamil.jimdo.com/,9:00〜18：00,,
co100165,ofid0001,MEIJI ミルキーマム,923-0852,石川県小松市南浅井町ロ55-1,,36.3822624,136.4572991,0761-23-6353,0761-23-6320,,9：00〜19：00,毎週日曜日、年末年始,
co100791,ofid0001,MOKUMOKU工房,920-0211,石川県金沢市湊４−２３,,36.60534379,136.6171682,076-268-7455,076-267-4931,http://moku2.jp/,10:00〜16:00,不定休,
co101139,ofid0001,Myリペアサービス　イオン松任店,924-0841,石川県白山市平松町102-1,,36.5075363,136.5656167,076-274-8641,,,10:00〜20:00（日曜日は9:00より営業）,年中無休,
co100211,ofid0001,M’ｓ　Garage,929-2123,石川県七尾市三引町4-30,,37.0651269, 136.8811583,0767-68-8060,0767-68-8061,http://logofms.exblog.jp/,8:30〜18:30（時間外でも承ります）,毎週日曜日・年末・年始・お盆,
co100717,ofid0002,NORIOカフェ　めいてつエムザ,920-0855,石川県金沢市武蔵町15-1,めいてつエムザ3F,36.5721053,136.6550767,076-260-2641,,http://www.norio.co.jp,10:00〜19:30（L.O.）,なし,
co100499,ofid0001,NPO法人　一歩一歩楽園,921-8174,石川県金沢市山科町ヲ35-5,（事務局山科町ツ47-32）,36.5258275,136.6530333,076-280-1516,076-280-1516,http://ippoippo-rakuen.org/,連絡は9:00〜17:00,,
co298529,ofid0001,OHASHI,921-8845,石川県野々市市太平寺３丁目42,ヴィラージュ,36.5306071,136.6056930,076-220-7435,076-220-7435,http://tabelog.com/ishikawa/A1702/A170203/17009589/,[月〜木]11:30〜14:00(L.O.13:30)夕方〜23:30(L.O.23:00)祝日はランチ休み　　　[金〜日]夕方〜23:30(L.O.23:00),不定休,
co100227,ofid0001,OVALパーキング,920-0997,石川県金沢市竪町86番地1,,36.5592423, 136.6541525,076-220-8888,076-220-8888,http://www.oval-tatemachi.com,24時間営業,年中無休,
co100759,ofid0004,Parade　フレスポ小松店,923-0026,石川県小松市下牧町己2街区14,,36.4077233, 136.4399604,0761-23-7755,0761-23-7756,https://www.washington-shoes.co.jp/,10：00〜19：00,元旦,
co100759,ofid0002,Parade　小松店,923-0866,石川県小松市白嶺町3-9,,36.3895330,136.4514727,0761-20-1088,0761-20-1089,http://www.washington-shoes.co.jp,10：00〜20：00,なし,
co100759,ofid0006,Parade　津幡店,929-0342,石川県河北郡津幡町北中条１丁目１,,36.6612338,136.7272707,076-288-3747,076-288-3748,http://www.washington-shoes.co.jp/,平日11：00〜20：00、休日10：00〜20：00,元日,
co100759,ofid0003,Parade　野々市三日市店,921-8806,石川県野々市市三日市町７３街区１,,36.5340694, 136.5953196,076-246-8230,076-246-8231,http://www.washington-shoes.co.jp,10:00〜20:00,年中無休,
co100759,ofid0001,Parade　野々市上林店,921-8835,石川県野々市市上林４丁目３５１,,36.5074531, 136.6071101,076-294-8855,076-294-8856,http://www.washington-shoes.co.jp,10:00〜20:00,無,
co100759,ofid0005,Parade　金沢高柳店,920-0005,石川県金沢市高柳町一字４４−１２,,36.5909769, 136.6601344,076-254-1917,076-254-1918,http://www.washington-shoes.co.jp/,10:00〜20:00,年中無休,
co101001,ofid0001,Patati Patata,922-0423,石川県加賀市作見町ル25番地1,アビオシティ加賀専門店街2F,36.3197875,136.3523901,0761-72-8766,0761-72-8766,http://www.patati-patata.jp,9：30〜20：00,年中無休,
co843981,ofid0001,Photo Create GALA　フォトクリエイト　ガーラ,920-0362,石川県金沢市古府1-222番地,,36.566561,136.605238,076-287-3371,076-287-3729,http://www.cloud-cop.com,10:00~19:00,木曜日,
co101397,ofid0001,POLA THE BEAUTY 金沢有松店,921-8161,石川県金沢市有松3丁目3-33,,36.5409024, 136.6397987,076-242-0554,076-242-0554,http://www.pola.co.jp/,10:00〜19:00（予約受付最終18:00）,日・祝日（予約有は営業）,
co524636,ofid0001,Raise dance studio（レイズ　ダンススタジオ,921-8161,石川県金沢市有松2-1-11,,36.544177,136.63870980,076-243-2101,076-243-2101,http://www.ds-grow.com/,9：00〜24：00,年中無休　（都合により休日あり）,入会者様の弟、妹様は　３才誕生日まで（２才まで）一緒に無料レッスンを受けられます。キッズダンスは父兄見学可能ですが、お子様だけでも大丈夫です。
co833113,ofid0002,Regaletto レガレット,920-1152,石川県金沢市田上第五土地区画整理地内５８街区５番,HANAMARU ２階,36.5462742,136.6887002,076-225-7807,,http://www.ashita.co.jp/?tid=100011,11：00〜15：30（L.O 15:00）,年中無休,
co989344,ofid0003,Ristorante IL PUNTO,921-8565,石川県金沢市大額町ル８番地,,36.5139526, 136.6312163,076-296-3650,,http://www.kanazawakokusaihotel.co.jp/,ランチ11：30〜14：30（L.O.）、ディナー17：30〜21：00（L.O.）,無し,
co100991,ofid0001,Ron Ron,922-0423,石川県加賀市作見町ル25-1,アビオシティ加賀1F,36.3198163, 136.3523024,0761-72-8715,0761-72-8715,,9:30〜20:00,なし,
co101400,ofid0001,RTA指定スクール　らふぃんぐ,920-0056,石川県金沢市出雲町イ331-2,,36.5773431,136.6244798,076-261-5250,,http://yayako.hahaue.com,１０時〜１６時,毎週日曜、祝日,
co101494,ofid0001,RTA指定スクール　Ｍｕｋｕ,922-0251,石川県加賀市山代温泉大和町92,,36.2870222, 136.3689917,0761-75-7782,0761-75-7782,,９時００〜１６時００,土・日・祝日,
co100169,ofid0001,SET-ONE,922-0423,石川県加賀市作見町ル25-1,アビオシティ加賀,36.3198163, 136.3523024,0761-72-8775,0761-72-3421,http://www.set-one.com,9：30〜20：00,年中無休,
co100170,ofid0001,shops　マキホカ,925-0141,石川県羽咋郡志賀町高浜町ク-3-62,,37.0030929, 136.7767492,0767-32-0023,,http://www15.ocn.ne.jp/~makihoka/,9:00〜19:00,元日,
co183484,ofid0001,Singles Bar GLOSS,920-0058,石川県金沢市示野中町2-92,,36.5759338,136.61559349,076-222-6221,076-208-4211,http://id50.fm-p.jp/539/gloss289/,20:00〜3:00,日祝,
co100739,ofid0001,SLEEPY,920-8202,石川県金沢市西都1-290-1,,36.5899988, 136.6280197,076-218-5577,076-218-5851,http://www.sleepy.co.jp,10:00〜19:00,12/31〜1/2,
co100975,ofid0001,SoftBank　御経塚,921-8064,石川県金沢市八日市町4-283,,36.5478735,136.6064098,076-269-0708,076-269-0045,,10:00〜20:00,なし,
co100975,ofid0002,SoftBank　松任,924-0817,石川県白山市幸明町285番地,フェアモール松任ユーホーム内,36.5151721,136.5784639,076-274-7722,076-274-0106,,10:00〜20:00,なし,
co100975,ofid0003,SoftBank　津幡,929-0342,石川県河北郡津幡町北中条5丁目94,,36.6620135, 136.7282697,076-289-0018,076-289-0866,,10:00〜20:00,なし,
co325471,ofid0001,Soleil（ソレイユ）,921-8148,石川県金沢市額新保1丁目346,サンコート024,36.52211800,136.61532609,076-298-2801,076-298-2801,,10時〜19時,月曜日 第1火曜日 第3日曜日,
co100010,ofid0006,SPORTS DEPO　金沢大桑店,921-8045,石川県金沢市大桑２丁目405番地,,36.5335622, 136.6756712,076-243-8818,076-243-8833,http://www.alpen-group.jp/,10:00〜21:00,なし,
co100010,ofid0003,SPORTS DEPO　金沢鞍月店,920-8204,石川県金沢市戸水2丁目105番,,36.6023444, 136.6181896,076-266-1770,076-268-3031,http://www.alpen-group.jp/,10:00〜21:00,なし,
co195322,ofid0001,STRコミュニケーション協会・中部,920-0025,石川県金沢市駅西本町1-6-21-101,,36.580017,136.63892499,076-224-3366,076-224-3367,http://str.jp.net/,9:00〜19:00,土・日・祝日,
co100752,ofid0004,SUPER FREAKS　野々市本店,921-8816,石川県野々市市若松町21-10,,36.5346499, 136.6141207,076-246-4485,076-246-4486,http://www.freaks.ne.jp/honten/,24時間,年中無休,
co100752,ofid0003,SUPER FREAKS　駅西バイパス店,920-0027,石川県金沢市駅西新町2-3-10,,36.5946039, 136.6381718,076-264-2888,076-264-2886,http://www.freaks.ne.jp/kanazawaekinishi/,24時間,年中無休,
co101118,ofid0001,TJ　イオン松任店,924-0841,石川県白山市平松町102-1,,36.5072307, 136.5651722,076-274-8674,,,10:00〜21:00,年中無休,
co713397,ofid0001,TOEベビーパーク金沢教室,921-8164,石川県金沢市久安2-339,,36.5353502,136.63088219,0120-415-181,,http://www.babypark.jp/,9:30〜17:00　※詳しくはお問合せ下さい,日・祝,お子様大喜び！ママは納得！の無料体験イベントを随時開催中♪
ベビーパークHPよりお申込の上、お気軽にお越しください。
