店舗・事業所情報一覧,,20141205_153955 ,,,,,,,,,,,
企業ID,店舗ID,店舗・施設名,郵便,住所１２３,住所４,緯度,経度,電話,FAX,URL,営業・利用可能時間,定休日,プレパス特典（協賛店のみ）
co100501,ofid0001,ばらずし　アビオシティ加賀店,922-0423,石川県加賀市作見町ル25-1　,アビオシティ加賀,36.3198163,136.3523024,0761-72-8701,0761-72-8701,,10:00〜20:00,毎月第3火曜日,パーティ用盛皿を前日までにお申し込みの方、全商品10％引き
co100502,ofid0001,ばらずし　アル・プラザ鹿島店,929-1721,石川県鹿島郡中能登町井田と１−１,アル・プラザ鹿島内,36.9692859,136.9070822,0767-76-2307,,,10:00〜21:00,無休,全商品5％引き
co100969,ofid0002,ばらずし　飯田店,927-1214,石川県珠洲市飯田町1-1-2,ショッピングプラザシーサイド1F,37.4345785,137.2635036,0768-82-5522,0768-82-0270,http://www.vwo.co.jp/bara/,9:00〜19:30,,前日までにご予約の方　５％引き
co100614,ofid0001,ばらずし富来　アスク店,925-0447,石川県羽咋郡志賀町富来領家町甲26  ,増穂浦ショッピングモールアスク,37.1421552,136.7248852,0767-42-0042,0767-42-0042,,10：00〜19：30（日曜日9:00〜19:30）,毎月１回（水）,「アスクカード」ポイント3倍進呈（但し、他のポイントサービスデーとの併用はできません）
co101503,ofid0001,ばらずし能登アルプ店,927-0400,石川県鳳珠郡能登町字宇出津新港２−７,ショッピングタウンアルプ内,37.3532156,137.2445213,0768-62-4826,,,10時00分から19時00分,1月1日（元旦）のみ,アルプカードポイント２倍進呈
co100414,ofid0001,ひげ張魯肉飯　金沢工大前店,921-8811,石川県野々市市高橋町20-5,,36.5301311,136.6253447,076-246-4611,076-246-4611,http://www.higecho-ishikawa.jp/index.html,11:00〜22:00,水曜日（ただし祝日の場合は営業）、年末年始,お食事のご家族のお子様お一人ずつにタピオカドリンクor杏仁豆腐orマンゴープリンをプレゼント
co101286,ofid0002,ひまわりほーむ　収納博物館,920-0017,石川県金沢市諸江町下丁114-7,,36.6052886,136.6449877,076-225-8500,076-225-8504,http://www.e-himawari.co.jp/,9:00〜17:45,毎週水曜日・第１、第３日曜日,以下のリフォーム工事または新築のお引渡し時に、家電券を進呈（※当社のみ利用可）☆５百万円以上のリフォーム工事…家電券２万円分進呈　☆１千万円以上のリフォーム工事…家電券３万円分進呈　☆新築工事…家電券５万円分進呈
co100297,ofid0001,ひょっこり温泉「島の湯」,926-0212,石川県七尾市能登島佐波町ラ-29-1,,37.1192606,136.9967862,0767-84-0033,0767-84-8888,http://user.notojima.jp/shimanoyu/,通常（3月〜12月）　9:00〜22:00冬期（1月〜2月）　9:00〜21:00,毎月最終金曜日は休湯日（変更する場合もあり）12月31日、1,入浴料の子ども料金（中学生以下）が無料となります
co101461,ofid0003,びっくりドンキー小松店,923-0802,石川県小松市上小松町丙34-1,,36.4080031,136.4636418,0761-21-4900,,http://www.bikkuri-donkey.com/,11：00〜翌5：00,年中無休,毎週日曜日、ご来店いただいたお子様連れ及び、プレミアムパスポートご持参のお客様、お食事代合計金額より１０％割引致します。
co101461,ofid0001,びっくりドンキー御経塚店,921-8801,石川県野々市市御経塚町4丁目106,,36.5527877,136.599697,076-240-1666,,http://www.bikkuri-donkey.com/,11：00〜26：00,年中無休,毎週日曜日に、ご来店いただいたお子様連れ及び、プレミアムパスポートご持参のお客様、お食事代合計金額より１０％割引致します。
co101461,ofid0002,びっくりドンキー金沢元町店,920-0842,石川県金沢市元町2-18-25,,36.5806704,136.6636087,076-251-2033,,http://www.bikkuri-donkey.com/,11：00〜24：00,年中無休,毎週日曜日、ご来店いただいたお子様連れ及び、プレミアムパスポートご持参のお客様、お食事代合計金額より１０％割引致します。
co100181,ofid0002,ぴゅあクリーン,929-2111,石川県七尾市高田町ほ43,,37.0546925,136.8961491,0767-68-3744,,,9：00〜19：00,元旦,全商品５％引き
co101061,ofid0001,ぴゅあロフティ,929-2111,石川県七尾市高田町ほ43,,37.0547652,136.8962939,0767-68-3777,0767-68-3790,,9:00〜21:00,年中無休,プレミアム台紙に1000円毎に1コ捺印します。20コで満欄です。満欄になった台紙をレジまで提出すると、その場でぴゅあカードに100ポイント加点します。
co100714,ofid0001,ふくふくらんど　by　フクズミ,924-0877,石川県白山市中町68,,36.5226536,136.5637776,076-275-0087,076-259-6651,http://fukufukuland.com/,10：00〜19:00,火曜日、年末年始,●ランドセルメーカー参考小売価格より50％ＯＦＦなど応援価格で（県内全域からご来店いただいております）　●学生衣料ポイント2倍（お買い上げ金額の10％還元相当／割引商品等は対象外）
co101521,ofid0001,ふくろうカイロプラクティック,929-2242,石川県七尾市中島町崎山1-31-1,,37.1076321,136.8523723,0767-66-2960,0767-66-2960,,8時30分〜20時00分,毎週木曜日　日・祝日不定休,産後2年以内のママさんに限り、5回の施術料金で6回施術を受けて頂けます。多くのママさんに、このお得な「産後ママ応援コース」をご利用頂いております。当院が初めてでどうしようか迷われる方は、初回施術を受け納得された後に「産後ママ応援コース」にしたいとお申し出頂くことも可能です。
co100597,ofid0001,ふたぎ呉服店,923-0000,石川県小松市竜助町58-2,,36.400664,136.448618,0761-22-4530,0761-22-4503,,9:30〜19:00,毎週水曜日、年末12/31〜年始1/2,全商品10％引き　着物着方サービス（御予約の方のみ）
co100523,ofid0001,ふらんどーる,921-8175,石川県金沢市山科１丁目３−１７,,36.5296429,136.6470511,076-243-5700,076-247-3993,http://www.frandore.jp/,10:00〜19:00,火曜,プレミアム・パスポートをご持参いただいた方に２，５００円（税別）以上のデコレーションケーキを５％ＯＦＦいたします
co100963,ofid0014,ふるさと保養センター　清流,920-2318,石川県白山市河内町内尾ロ65,,36.34851793,136.6800553,076-273-3483,076-273-3295,http://www.city-hakusan.com/stay/seiryu.html,10:00〜18:00,毎週水曜・木曜日（繁忙期は無休）,小学生以下の日帰り入浴料を無料とします
co101018,ofid0001,ぶっくす　まえやま,922-0243,石川県加賀市山代温泉北部3ー39,,36.2955209,136.3598062,0761-76-0137,0761-77-1597,http://www.hokuriku.ne.jp/‾maeyama,9:30〜21:30,不定休,文具学用品・中古本5％引き、小学校でお使いの学習帳は全ての親御さん10％引きです。ヤマハ音楽教室はお2人目からは入会金を無料とさせていただきます
co101442,ofid0001,ほぐし処らくもみ,920-3122,石川県金沢市福久町ホ22-1,,36.614408,136.6805916,076-257-3133,,http://hogushi-rakumomi.com/,10：00〜25：00,年中無休,全コースメニュ−５％引
co101252,ofid0002,ほけんの窓口　金沢入江店,921-8011,石川県金沢市入江１丁目３０番,,36.5654706,136.630982,0120-78-5066,076-259-5007,http://tislook.com/,１０：００〜１９：００,年末年始（12/29〜1/4日）,ご来店のお子様には、ジュースをプレゼント。保険ご契約のお客様には、アクリルフォトフレーム（終了の場合は粗品）をプレゼント。
co101252,ofid0001,ほけんの窓口　金沢店,920-0022,石川県金沢市北安江2-24-8,信開北安江ビル1階,36.5876096,136.6481975,0120-28-5066,076-265-5099,http://tislook.com,10:00〜19:00,年末年始（12/29〜1/4日）,ご来店のお子様には、ジュースをプレゼント。保険ご契約のお客様には、アクリルフォトフレーム（終了の場合は粗品）をプレゼントいたします
co101252,ofid0003,ほけんの窓口イオンタウン野々市,921-8821,石川県野々市市白山町４番１号,,36.5270924,136.6125236,0120-28-5166,076-259-5010,http://tislook.com/,１０：００〜２１：００,無休,ご来店のお子様には、ジュースをプレゼント。保険ご契約のお客様には、アクリルフォトフレーム（終了の場合は粗品）をプレゼント。
co100692,ofid0001,ほっとらんどNANAO,926-0833,石川県七尾市旭町イ部24-1,,37.043102,136.9675177,0767-57-3988,0767-57-8086,http://www.hotland-n.com,24時間営業,毎週木曜日（祝日を除く）,小学生以下の入館料を無料にします
co100789,ofid0001,ほねつぎ金沢糸田鍼灸接骨院,921-8014,石川県金沢市糸田2丁目95,,36.5585837,136.6237058,076-292-3999,,,9：00〜12：30、15：00〜20：00,水曜日、祝日,プロがおこなう骨盤矯正が通常価格（税抜）2000円のところ500円になる会員限定75％割引チケットを進呈。子供同伴歓迎！
co101471,ofid0001,ぽけっとぱーく 金沢示野店,920-0058,石川県金沢市示野中町87街区2号,,36.579209,136.6158872,076-266-1051,,http://tempo.sega.jp/am/kanazawa-shimeno/,10時00分から18時00分　（受付締切 17時30分まで）,年中無休,保護者さま入場料金200円→無料とさせて頂きます。
co101178,ofid0001,まいもんどころ　たぶ屋,926-0041,石川県七尾市府中町員外13-1,,37.0489849,136.9689839,0767-54-0660,,,8:30〜18:00,食祭市場にちなむ,５％引き
co100038,ofid0002,まぐろや　国分店,926-0821,石川県七尾市国分町ラ15-1,,37.0358548,136.9529664,0767-53-1711,,http://www.yahata-group.com,11:00〜21:00,,全商品3％引き（キャンペーン等対象除外品有）
co100038,ofid0003,まぐろや　寺家店,925-0003,石川県羽咋市寺家町ル53-2,,36.9250137,136.7690513,0767-22-7700,,http://www.yahata-group.com,11:00〜21:00,,全商品3％引き（キャンペーン等対象除外品有）
co100038,ofid0004,まぐろや　石野店,925-0026,石川県羽咋市石野町ホ85,,36.8948756,136.7972972,0767-22-8810,,http://www.yahata-group.com,11:00〜21:00,,全商品3％引き（キャンペーン等対象除外品有）
co100038,ofid0001,まぐろや　穴水店,927-0053,石川県鳳珠郡穴水町此木4-44,,37.2444069,136.8986949,0768-52-0369,,http://www.yahata-group.com,11:00〜21:00,,全商品3％引き（キャンペーン等対象除外品有）
co101314,ofid0001,まちづくり会社　江尻屋,927-0026,石川県鳳珠郡穴水町大町ニ34,,37.2295644,136.9066308,0768-52-0911,0768-52-0922,http://ejiriya.com,9:00〜18:00,不定休,?商品（体験メニューは除く）５，０００円以上お買上げで５００円相当のお品をプレゼント！?体験メニューを１０％割引いたします！（但し、期間限定の特別価格時は除きます。）
co101476,ofid0001,まちの便利屋さん,920-0016,石川県金沢市諸江町中丁244-1,,36.5962292,136.6423608,076-221-9002,076-221-9022,http://www.lifeline-web.com,基本業務８：００〜２０：００　電話受付２４時間,２４時間・年中無休,弊社が取り扱う商材、全て１２％ＯＦＦ
co100655,ofid0001,まつさか屋　アル・プラザ鹿島店,929-1721,石川県鹿島郡中能登町井田と1-1,アル・プラザ鹿島内,36.9697632,136.9076764,0767-76-2327,,,10:00〜21:00,無休,全商品５％引き（特殊品は含まれません）
co100551,ofid0001,まつや時計店,926-0047,石川県七尾市大手町64,（リボン通り商店街　興能信用金庫さんとなり）,37.0446518,136.9652956,0767-53-1010,0767-53-1011,,(平日）8：30‾19：00　(日）9:00〜19:00,第1・第3日曜日,メガネ20％引き、その他全商品5％引き
co100697,ofid0001,まるおかクリニック,927-0027,石川県鳳珠郡穴水町川島ろ-5-2,,37.2331056,136.9023061,0768-52-8228,0768-52-8227,,9:00〜12:00、14:00〜18:00,土曜日午後、日曜日、祝日,任意の予防接種（水痘、おたふくかぜ、インフルエンザ、肺炎球菌、Hibワクチン）を10％引き
co648445,ofid0001,みつばち保険　イオン松任店,924-0841,石川県白山市平松町１０２−１,イオン松任内,36.5080241,136.5659875,076-227-9847,,http://mitsubachihoken.com/,10：00〜20：00,年中無休 ,無料相談にご来店されたお客様には、ジャスコサービスカウンターでお渡しするスタンプカードにお子様の人数分のスタンプを捺印。スタンプ12個貯まるとトップバリュ商品をプレゼント。
co100558,ofid0001,みづほ工房　みづほ工業株式会社住宅事業部,921-8064,石川県金沢市八日市5丁目562番地,,36.5504674,136.6116646,0120-811-324,076-240-6620,http://www.mizuho-ie.com/,8:00〜17:00,無休,新築時に工事費用３％相当分の設備機器（照明器具やキッチンなど）プレゼント
co100560,ofid0001,みやざき薬局,929-1174,石川県かほく市浜北イ1-8,（かほく市七塚庁舎前）,36.7332104,136.6991577,076-283-5568,076-283-6799,,9:00〜20:00,不定休,お買上げの金額にカードポイント5倍進呈
co100563,ofid0001,みらい都志開発有限会社,925-0026,石川県羽咋市石野町ニ107番地,,36.89446133,136.7989584,0767-22-1537,0767-23-4037,http://www.mirai-toshi.jp/,9:30〜18:00,火曜,土地、建物の購入時の仲介手数料を最大20％割引き
co100787,ofid0002,むっつぼし金沢長坂店,921-8112,石川県金沢市長坂2丁目24番地3号,,36.5385809,136.6569474,076-272-8181,,http://www.rokusei.net/,10:00〜19:00,水曜日,店頭精米の六星のお米をいつでも特売価格にてご提供。（通常の10％引き程度）
co100768,ofid0001,めいてつ・エムザ,920-0855,石川県金沢市武蔵町15番1号,,36.572674,136.6549909,076-260-1111,076-260-2191,http://www.meitetsumza.com/,10:00〜20:00（レストラン街、スターバックスは22:00まで営業）,不定休（元日・2月・8月以外は休業日なし）,●7階フロア　子供服・玩具・文具・ひな人形・五月人形は5％割引（一部ブランド・高品等割引対象外あり）　●B1レストラン街　ドリンクサービス等（一部除外あり、岡田屋、ぼてじゅう、チュー）
